	Super Potion	Super Potion	Un spray qui soigne les blessures. Restaure 50 PV à un Pokémon.
	Hyper Potion	Hyper Potion	Un spray qui soigne les blessures. Restaure 200 PV à un Pokémon.
	Guérison	Full Restore	Un médicament qui restaure tous les PV d’un Pokémon et soigne tous ses problèmes de statut.
	Chococœur	Sweet Heart	Un chocolat extrêmement sucré. Restaure 20 PV à un Pokémon.
	Limonade	Lemonade	Une boisson très sucrée. Restaure 80 PV à un Pokémon.
	Lait Meumeu	Moomoo Milk	Un lait très nourrissant. Restaure 100 PV à un Pokémon.
	Jus de Baie	Berry Juice	Une boisson 100% pur jus de Baies. Restaure 20 PV à un Pokémon.
	Potion	Potion	Un spray qui soigne les blessures. Restaure 20 PV à un Pokémon.
	Poudrénergie	EnergyPowder	Une poudre médicinale très amère. Restaure 50 PV à un Pokémon.
	Huile	Ether	Restaure jusqu’à 10 PP d’une capacité sélectionnée.
	Max Élixir	Max Elixir	Restaure tous les PP de toutes les capacités d’un Pokémon.
	Élixir	Elixir	Restaure 10 PP de toutes les capacités d’un Pokémon.
	Huile Max	Max Ether	Restaure tous les PP d’une capacité sélectionnée.
	Rappel	Revive	Un médicament qui ranime un Pokémon K.O. et restaure la moitié de ses PV max.
	Herbe Rappel	Revival Herb	Une herbe médicinale très amère. Ranime un Pokémon K.O. et restaure tous ses PV.
	Cendresacrée	Sacred Ash	Ranime tous les Pokémon K.O. et restaure tous leurs PV.
	Rappel Max	Max Revive	Un médicament qui ranime un Pokémon K.O. et restaure tous ses PV.
	Galette Illumis	Lumiose Galette	La spécialité d'Illumis. Elle soigne tous les problèmes de statut d'un Pokémon.
	Total Soin	Full Heal	Un médicament sous forme de spray. Soigne tous les problèmes de statut d’un Pokémon.
	Anti-Para	Paralyze Heal	Un médicament sous forme de spray. Soigne un Pokémon de la paralysie.
	Anti-Brûle	Burn Heal	Un médicament sous forme de spray. Soigne les brûlures d’un Pokémon.
	Poudre Soin	Heal Powder	Une poudre médicinale très amère. Soigne tous les problèmes de statut d’un Pokémon.
	Glace Volute	Casteliacone	Spécialité de Volucité. Elle soigne tous les problèmes de statut d’un Pokémon.
	Lava Cookie	Lava Cookie	La spécialité de la ville de Vermilava. Soigne tous les problèmes de statut d’un Pokémon.
	Antigel	Ice Heal	Un médicament sous forme de spray. Réchauffe un Pokémon gelé.
	Vieux Gâteau	Old Gateau	Spécialité du Vieux Château. Il soigne tous les problèmes de statut d’un Pokémon.
	Antidote	Antidote	Un médicament sous forme de spray. Guérit un Pokémon empoisonné.
	Réveil	Awakening	Un médicament sous forme de spray. Réveille un Pokémon endormi.
	Fertibondance	Rich Mulch	Un engrais servant à faire pousser des Baies. Il augmente le nombre de Baies récoltées sans que le jardinier ait à s'occuper du plant.
	Fertistantané	Surprise Mulch	Un engrais servant à faire pousser des Baies. Il provoque des mutations soudaines en fonction de la combinaison de Baies plantées.
	Fertibérance	Boost Mulch	Un engrais servant à faire pousser des Baies. Il augmente le nombre de Baies récoltées si elles sont arrosées avec beaucoup d'eau.
	Fertiprodige	Amaze Mulch	Un engrais servant à faire pousser des Baies. Il cumule les effets des Fertibérance, Fertibondance et Fertistantané.
	Fertiglu	Gooey Mulch	Un engrais utilisé sur sol meuble. Les amateurs en donnent un bon prix.
	Fertistable	Stable Mulch	Un engrais utilisé sur sol meuble. Les amateurs en donnent un bon prix.
	Fertihumide	Damp Mulch	Un engrais utilisé sur sol meuble. Les amateurs en donnent un bon prix.
	Fertipousse	Growth Mulch	Un engrais utilisé sur sol meuble. Les amateurs en donnent un bon prix.
	Rapide Ball	Quick Ball	Une Poké Ball qui permet d’attraper un Pokémon sauvage plus facilement si on l’utilise au début du combat.
	Mémoire Ball	Cherish Ball	Une Poké Ball plutôt rare qui fut créée pour une occasion spéciale.
	Filet Ball	Net Ball	Une Poké Ball un peu spéciale qui fonctionne particulièrement bien sur les Pokémon Eau ou Insecte.
	Rêve Ball	Dream Ball	Poké Ball du rêve. Apparue dans le Sac à la Forêt du Heylink. Permet d’attraper n’importe quel Pokémon.
	Soin Ball	Heal Ball	Une Poké Ball de soin qui rend tous les PV du Pokémon attrapé et qui soigne tous les changements de statut.
	Bis Ball	Repeat Ball	Une Poké Ball un peu spéciale qui fonctionne particulièrement bien sur les espèces de Pokémon déjà capturées.
	Luxe Ball	Luxury Ball	Une Poké Ball pratique qui permet de gagner rapidement l’amitié d’un Pokémon sauvage attrapé.
	Chrono Ball	Timer Ball	Une Poké Ball un peu spéciale qui fonctionne de mieux en mieux à mesure que le combat s’éternise.
	Sombre Ball	Dusk Ball	Une Poké Ball efficace pour attraper les Pokémon de nuit ou dans des endroits sombres tels que les grottes.
	Faiblo Ball	Nest Ball	Une Poké Ball un peu spéciale qui fonctionne particulièrement bien sur les Pokémon les plus faibles.
	Scuba Ball	Dive Ball	Une Poké Ball un peu spéciale qui fonctionne particulièrement bien sur les Pokémon sous-marins.
	Honor Ball	Premier Ball	Une Poké Ball assez rare qui fut créée pour un événement particulier.
	Super Ball	Great Ball	Une Ball très performante dont le taux de réussite est supérieur à celui de la Poké Ball.
	Safari Ball	Safari Ball	Une Poké Ball spéciale dont l’usage est réservé au Parc Safari. Elle est décorée d’un motif camouflage.
	Poké Ball	Poké Ball	Un objet pareil à une capsule, qui capture les Pokémon sauvages. Il suffit pour cela de le jeter comme une balle.
	Hyper Ball	Ultra Ball	Une Ball ultraperformante dont le taux de réussite est supérieur à celui de la Super Ball.
	Master Ball	Master Ball	Assurément la Ball la plus performante. Elle permet de capturer à coup sûr un Pokémon sauvage.
	Compét'Ball	Sport Ball	Une Poké Ball spéciale utilisée au Concours de Capture d’insecte.
	Parc Ball	Park Ball	Une Poké Ball spéciale utilisée au Parc des Amis.
	Scarhinoïte	Heracronite	Une variété de Méga-Gemme. Tenue par un Scarhino, elle lui permet de méga-évoluer durant un combat.
	Pharampite	Ampharosite	Une variété de Méga-Gemme. Tenue par un Pharamp, elle lui permet de méga-évoluer durant un combat.
	Tyranocivite	Tyranitarite	Une variété de Méga-Gemme. Tenue par un Tyranocif, elle lui permet de méga-évoluer durant un combat.
	Branettite	Banettite	Une variété de Méga-Gemme. Tenue par un Branette, elle lui permet de méga-évoluer durant un combat.
	Galekingite	Aggronite	Une variété de Méga-Gemme. Tenue par un Galeking, elle lui permet de méga-évoluer durant un combat.
	Démolossite	Houndoominite	Une variété de Méga-Gemme. Tenue par un Démolosse, elle lui permet de méga-évoluer durant un combat.
	Braségalite	Blazikenite	Une variété de Méga-Gemme. Tenue par un Braségali, elle lui permet de méga-évoluer durant un combat.
	Charminite	Medichamite	Une variété de Méga-Gemme. Tenue par un Charmina, elle lui permet de méga-évoluer durant un combat.
	Mewtwoïte Y	Mewtwonite Y	Une variété de Méga-Gemme. Tenue par un Mewtwo, elle lui permet de méga-évoluer durant un combat.
	Mewtwoïte X	Mewtwonite X	Une variété de Méga-Gemme. Tenue par un Mewtwo, elle lui permet de méga-évoluer durant un combat.
	Tortankite	Blastoisinite	Une variété de Méga-Gemme. Tenue par un Tortank, elle lui permet de méga-évoluer durant un combat.
	Dracaufite X	Charizardite X	Une variété de Méga-Gemme. Tenue par un Dracaufeu, elle lui permet de méga-évoluer durant un combat.
	Florizarrite	Venusaurite	Une variété de Méga-Gemme. Tenue par un Florizarre, elle lui permet de méga-évoluer durant un combat.
	Cizayoxite	Scizorite	Une variété de Méga-Gemme. Tenue par un Cizayox, elle lui permet de méga-évoluer durant un combat.
	Scarabruite	Pinsirite	Une variété de Méga-Gemme. Tenue par un Scarabrute, elle lui permet de méga-évoluer durant un combat.
	Ptéraïte	Aerodactylite	Une variété de Méga-Gemme. Tenue par un Ptéra, elle lui permet de méga-évoluer durant un combat.
	Mysdibulite	Mawilite	Une variété de Méga-Gemme. Tenue par un Mysdibule, elle lui permet de méga-évoluer durant un combat.
	Élecsprintite	Manectite	Une variété de Méga-Gemme. Tenue par un Élecsprint, elle lui permet de méga-évoluer durant un combat.
	Carchacrokite	Garchompite	Une variété de Méga-Gemme. Tenue par un Carchacrok, elle lui permet de méga-évoluer durant un combat.
	Ectoplasmite	Gengarite	Une variété de Méga-Gemme. Tenue par un Ectoplasma, elle lui permet de méga-évoluer durant un combat.
	Dracaufite Y	Charizardite Y	Une variété de Méga-Gemme. Tenue par un Dracaufeu, elle lui permet de méga-évoluer durant un combat.
	Absolite	Absolite	Une variété de Méga-Gemme. Tenue par un Absol, elle lui permet de méga-évoluer durant un combat.
	Alakazamite	Alakazite	Une variété de Méga-Gemme. Tenue par un Alakazam, elle lui permet de méga-évoluer durant un combat.
	Léviatorite	Gyaradosite	Une variété de Méga-Gemme. Tenue par un Léviator, elle lui permet de méga-évoluer durant un combat.
	Kangourexite	Kangaskhanite	Une variété de Méga-Gemme. Tenue par un Kangourex, elle lui permet de méga-évoluer durant un combat.
	Gardevoirite	Gardevoirite	Une variété de Méga-Gemme. Tenue par un Gardevoir, elle lui permet de méga-évoluer durant un combat.
	Blizzarite	Abomasite	Une variété de Méga-Gemme. Tenue par un Blizzaroi, elle lui permet de méga-évoluer durant un combat.
	Lucarite	Lucarionite	Une variété de Méga-Gemme. Tenue par un Lucario, elle lui permet de méga-évoluer durant un combat.
	Bibelot Bizarre	Strange Souvenir	Un ornement bizarre à l'image d'un Pokémon vénéré comme protecteur dans une région éloignée de Kalos.
	Bon de Réduction	Bargain Ticket	Un ticket donnant droit à une réduction dans les boutiques de vêtements.
